Occupation,Detailed Work Activity,Code,Group
Physical Therapist Assistants,Monitor medical equipment to ensure proper functioning.,31-2021.00,Supportive Care and Assistant Roles
Physical Therapist Assistants,Prepare medical instruments or equipment for use.,31-2021.00,Supportive Care and Assistant Roles
Physical Therapist Assistants,Prepare patient treatment areas for use.,31-2021.00,Supportive Care and Assistant Roles
Physical Therapist Assistants,Administer basic health care or medical treatments.,31-2021.00,Supportive Care and Assistant Roles
Physical Therapist Assistants,Assist patients with daily activities.,31-2021.00,Supportive Care and Assistant Roles
Physical Therapist Assistants,Attend educational events to update medical knowledge.,31-2021.00,Supportive Care and Assistant Roles
Physical Therapist Assistants,Teach medical procedures to healthcare personnel.,31-2021.00,Supportive Care and Assistant Roles
Physical Therapist Assistants,Fit patients for assistive devices.,31-2021.00,Supportive Care and Assistant Roles
Physical Therapist Assistants,Inventory medical supplies or equipment.,31-2021.00,Supportive Care and Assistant Roles
Physical Therapist Assistants,Perform clerical work in medical settings.,31-2021.00,Supportive Care and Assistant Roles
Physical Therapist Aides,Clean patient rooms or patient treatment rooms.,31-2022.00,Supportive Care and Assistant Roles
Physical Therapist Aides,Clean medical equipment.,31-2022.00,Supportive Care and Assistant Roles
Physical Therapist Aides,Hold patients to ensure proper positioning or safety.,31-2022.00,Supportive Care and Assistant Roles
Physical Therapist Aides,Encourage patients during therapeutic activities.,31-2022.00,Supportive Care and Assistant Roles
Physical Therapist Aides,Engage patients in exercises or activities.,31-2022.00,Supportive Care and Assistant Roles
Physical Therapist Aides,Confer with other professionals to plan patient care.,31-2022.00,Supportive Care and Assistant Roles
Physical Therapist Aides,Administer therapy treatments to patients using hands or physical treatment aids.,31-2022.00,Supportive Care and Assistant Roles
Physical Therapist Aides,Monitor patient progress or responses to treatments.,31-2022.00,Supportive Care and Assistant Roles
Physical Therapist Aides,Maintain medical records.,31-2022.00,Supportive Care and Assistant Roles
Physical Therapist Aides,Move patients to or from treatment areas.,31-2022.00,Supportive Care and Assistant Roles
Physical Therapist Aides,Assess physical conditions of patients to aid in diagnosis or treatment.,31-2022.00,Supportive Care and Assistant Roles
Physical Therapist Aides,Inventory medical supplies or equipment.,31-2022.00,Supportive Care and Assistant Roles
Physical Therapist Aides,Perform clerical work in medical settings.,31-2022.00,Supportive Care and Assistant Roles
Physical Therapist Aides,Schedule patient procedures or appointments.,31-2022.00,Supportive Care and Assistant Roles
Physical Therapist Aides,Teach medical procedures or medical equipment use to patients.,31-2022.00,Supportive Care and Assistant Roles
Physical Therapist Aides,Prepare medical instruments or equipment for use.,31-2022.00,Supportive Care and Assistant Roles
Physical Therapist Aides,Administer basic health care or medical treatments.,31-2022.00,Supportive Care and Assistant Roles
Physical Therapist Aides,Assist patients with daily activities.,31-2022.00,Supportive Care and Assistant Roles
Physical Therapist Aides,Maintain medical equipment or instruments.,31-2022.00,Supportive Care and Assistant Roles
Physical Therapist Aides,Fit patients for assistive devices.,31-2022.00,Supportive Care and Assistant Roles
Massage Therapists,Interview patients to gather medical information.,31-9011.00,Supportive Care and Assistant Roles
Massage Therapists,Administer therapy treatments to patients using hands or physical treatment aids.,31-9011.00,Supportive Care and Assistant Roles
Massage Therapists,Clean facilities or equipment.,31-9011.00,Supportive Care and Assistant Roles
Massage Therapists,Stock supplies or merchandise.,31-9011.00,Supportive Care and Assistant Roles
Massage Therapists,Develop patient therapy programs.,31-9011.00,Supportive Care and Assistant Roles
Massage Therapists,Assess physical conditions of patients to aid in diagnosis or treatment.,31-9011.00,Supportive Care and Assistant Roles
Massage Therapists,Maintain medical records.,31-9011.00,Supportive Care and Assistant Roles
Massage Therapists,Teach medical procedures or medical equipment use to patients.,31-9011.00,Supportive Care and Assistant Roles
Massage Therapists,Confer with other professionals to plan patient care.,31-9011.00,Supportive Care and Assistant Roles
Dental Assistants,Assist practitioners to perform medical procedures.,31-9091.00,Dental and Oral Health Professionals
Dental Assistants,Clean medical equipment.,31-9091.00,Dental and Oral Health Professionals
Dental Assistants,Prepare medical instruments or equipment for use.,31-9091.00,Dental and Oral Health Professionals
Dental Assistants,Maintain medical records.,31-9091.00,Dental and Oral Health Professionals
Dental Assistants,Explain technical medical information to patients.,31-9091.00,Dental and Oral Health Professionals
Dental Assistants,Inventory medical supplies or equipment.,31-9091.00,Dental and Oral Health Professionals
Dental Assistants,Operate medical equipment.,31-9091.00,Dental and Oral Health Professionals
Dental Assistants,Teach medical procedures or medical equipment use to patients.,31-9091.00,Dental and Oral Health Professionals
Dental Assistants,Interview patients to gather medical information.,31-9091.00,Dental and Oral Health Professionals
Dental Assistants,Record vital statistics or other health information.,31-9091.00,Dental and Oral Health Professionals
Dental Assistants,Administer basic health care or medical treatments.,31-9091.00,Dental and Oral Health Professionals
Dental Assistants,Process medical billing information.,31-9091.00,Dental and Oral Health Professionals
Dental Assistants,Schedule patient procedures or appointments.,31-9091.00,Dental and Oral Health Professionals
Dental Assistants,Make patient-assistive devices or device models.,31-9091.00,Dental and Oral Health Professionals
Dental Assistants,Fit patients for assistive devices.,31-9091.00,Dental and Oral Health Professionals
Medical Assistants,Assess physical conditions of patients to aid in diagnosis or treatment.,31-9092.00,Supportive Care and Assistant Roles
Medical Assistants,Clean medical equipment.,31-9092.00,Supportive Care and Assistant Roles
Medical Assistants,Dispose of biomedical waste in accordance with standards.,31-9092.00,Supportive Care and Assistant Roles
Medical Assistants,Interview patients to gather medical information.,31-9092.00,Supportive Care and Assistant Roles
Medical Assistants,Record vital statistics or other health information.,31-9092.00,Supportive Care and Assistant Roles
Medical Assistants,Explain technical medical information to patients.,31-9092.00,Supportive Care and Assistant Roles
Medical Assistants,Clean patient rooms or patient treatment rooms.,31-9092.00,Supportive Care and Assistant Roles
Medical Assistants,Collect biological specimens from patients.,31-9092.00,Supportive Care and Assistant Roles
Medical Assistants,Prepare patient treatment areas for use.,31-9092.00,Supportive Care and Assistant Roles
Medical Assistants,Give medications or immunizations.,31-9092.00,Supportive Care and Assistant Roles
Medical Assistants,Administer basic health care or medical treatments.,31-9092.00,Supportive Care and Assistant Roles
Medical Assistants,Assist practitioners to perform medical procedures.,31-9092.00,Supportive Care and Assistant Roles
Medical Assistants,Conduct diagnostic tests to determine patient health.,31-9092.00,Supportive Care and Assistant Roles
Medical Assistants,Process medical billing information.,31-9092.00,Supportive Care and Assistant Roles
Medical Assistants,Perform clerical work in medical settings.,31-9092.00,Supportive Care and Assistant Roles
Medical Assistants,Control prescription refills or authorizations.,31-9092.00,Supportive Care and Assistant Roles
Medical Assistants,"Apply bandages, dressings, or splints.",31-9092.00,Supportive Care and Assistant Roles
Medical Assistants,Schedule patient procedures or appointments.,31-9092.00,Supportive Care and Assistant Roles
Medical Assistants,Inventory medical supplies or equipment.,31-9092.00,Supportive Care and Assistant Roles
Medical Assistants,Operate medical equipment.,31-9092.00,Supportive Care and Assistant Roles
Medical Assistants,Prepare medical instruments or equipment for use.,31-9092.00,Supportive Care and Assistant Roles
Medical Equipment Preparers,Clean medical equipment.,31-9093.00,Supportive Care and Assistant Roles
Medical Equipment Preparers,Operate medical equipment.,31-9093.00,Supportive Care and Assistant Roles
Medical Equipment Preparers,Maintain medical equipment or instruments.,31-9093.00,Supportive Care and Assistant Roles
Medical Equipment Preparers,Prepare medical instruments or equipment for use.,31-9093.00,Supportive Care and Assistant Roles
Medical Equipment Preparers,Record vital statistics or other health information.,31-9093.00,Supportive Care and Assistant Roles
Medical Equipment Preparers,Monitor medical equipment to ensure proper functioning.,31-9093.00,Supportive Care and Assistant Roles
Medical Equipment Preparers,Inventory medical supplies or equipment.,31-9093.00,Supportive Care and Assistant Roles
Medical Equipment Preparers,Stock medical or patient care supplies.,31-9093.00,Supportive Care and Assistant Roles
Medical Equipment Preparers,Attend educational events to update medical knowledge.,31-9093.00,Supportive Care and Assistant Roles
Medical Transcriptionists,Prepare medical reports or documents.,31-9094.00,Supportive Care and Assistant Roles
Medical Transcriptionists,Maintain medical records.,31-9094.00,Supportive Care and Assistant Roles
Medical Transcriptionists,Perform clerical work in medical settings.,31-9094.00,Supportive Care and Assistant Roles
